"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"OZLIFDJOCSVE","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,13,84156,2,848,1,NA
"OZLIFDJOCSVE","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,6,86906,1,1480,1,NA
"OZLIFDJOCSVE","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,17,89018,2,899,1,NA
"OZLIFDJOCSVE","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,11,92058,2,1744,1,NA
"OZLIFDJOCSVE","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,18,94237,2,991,1,NA
"OZLIFDJOCSVE","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,8,96393,1,976,1,NA
"OZLIFDJOCSVE","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,2,99687,1,2115,1,NA
"OZLIFDJOCSVE","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,5,102229,1,1226,1,NA
"OZLIFDJOCSVE","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,15,104225,2,865,1,NA
"OZLIFDJOCSVE","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,3,106491,1,1096,1,NA
"OZLIFDJOCSVE","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,7,108444,2,695,0,NA
"OZLIFDJOCSVE","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,9,111263,1,1592,1,NA
"OZLIFDJOCSVE","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,10,114913,2,1461,1,NA
"OZLIFDJOCSVE","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,22,418064,5,2673,0,NA
"OZLIFDJOCSVE","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,23,418934,5,363,0,NA
"OZLIFDJOCSVE","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,28,419798,5,356,0,NA
"OZLIFDJOCSVE","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,24,420582,5,277,0,NA
"OZLIFDJOCSVE","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,26,421198,5,104,0,NA
"OZLIFDJOCSVE","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,21,421757,5,49,0,NA
"OZLIFDJOCSVE","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,19,422366,5,100,0,NA
"OZLIFDJOCSVE","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,30,423110,5,232,0,NA
"OZLIFDJOCSVE","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,29,423750,5,129,0,NA
"OZLIFDJOCSVE","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,20,424398,5,139,0,NA
"OZLIFDJOCSVE","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,34,425054,5,145,0,NA
"OZLIFDJOCSVE","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,25,425580,5,17,0,NA
"OZLIFDJOCSVE","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,33,426108,5,20,0,NA
"OZLIFDJOCSVE","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,31,426782,5,167,0,NA
"OZLIFDJOCSVE","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,27,427445,5,156,0,NA
"OZLIFDJOCSVE","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,32,428095,5,141,0,NA
"OZLIFDJOCSVE","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,87,439095,1,7972,0,NA
"OZLIFDJOCSVE","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,86,445254,7,5648,0,NA
"OZLIFDJOCSVE","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,96,450031,7,4267,0,NA
"OZLIFDJOCSVE","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,90,464142,1,13601,0,NA
"OZLIFDJOCSVE","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,88,482143,7,17490,0,NA
"OZLIFDJOCSVE","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,97,489957,6,7307,0,NA
"OZLIFDJOCSVE","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,83,493255,1,2788,0,NA
"OZLIFDJOCSVE","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,84,496429,7,2668,0,NA
"OZLIFDJOCSVE","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,95,500509,1,3569,0,NA
"OZLIFDJOCSVE","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,92,504230,7,3211,0,NA
"OZLIFDJOCSVE","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,89,506958,1,2219,0,NA
"OZLIFDJOCSVE","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,93,513838,1,6369,0,NA
"OZLIFDJOCSVE","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,94,516951,7,2606,0,NA
"OZLIFDJOCSVE","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,85,519840,1,2381,0,NA
"OZLIFDJOCSVE","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,91,522926,1,2576,0,NA
"OZLIFDJOCSVE","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,531284,20,5462,0,NA
"OZLIFDJOCSVE","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,536308,60,4495,0,NA
"OZLIFDJOCSVE","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,539522,5,2688,0,NA
"OZLIFDJOCSVE","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,542210,5,2164,0,NA
"OZLIFDJOCSVE","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,545612,90,2882,0,NA
"OZLIFDJOCSVE","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,548264,0,2126,0,NA
"OZLIFDJOCSVE","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,551010,0,2224,0,NA
"OZLIFDJOCSVE","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,552972,0,1440,0,NA
"OZLIFDJOCSVE","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,554333,0,836,0,NA
"OZLIFDJOCSVE","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,556185,0,1326,0,NA
"OZLIFDJOCSVE","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,557595,0,885,0,NA
"OZLIFDJOCSVE","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,558856,0,739,0,NA
"PDESHCYXVTTQ","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na",500,"na","na","na","na","na","na","NEXT","na","na","na","na",1,1,258982,1,43589,0,NA
"PDESHCYXVTTQ","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,6,263646,1,4152,1,NA
"PDESHCYXVTTQ","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,16,268641,2,2714,1,NA
"PDESHCYXVTTQ","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,15,277391,2,5192,1,NA
"PDESHCYXVTTQ","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,9,285055,1,4658,1,NA
"PDESHCYXVTTQ","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,5,291179,1,3735,1,NA
"PDESHCYXVTTQ","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,7,297662,1,3802,1,NA
"PDESHCYXVTTQ","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,17,304063,2,2826,1,NA
"PDESHCYXVTTQ","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,12,310326,2,3850,1,NA
"PDESHCYXVTTQ","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,11,317711,2,4907,1,NA
"PDESHCYXVTTQ","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,8,324224,1,3699,1,NA
"PDESHCYXVTTQ","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,4,330384,1,3057,1,NA
"PDESHCYXVTTQ","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,13,336263,2,3178,1,NA
"PDESHCYXVTTQ","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,10,342079,2,3459,1,NA
"PDESHCYXVTTQ","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,14,347350,2,2961,1,NA
"PDESHCYXVTTQ","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,2,352416,1,2962,1,NA
"PDESHCYXVTTQ","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,3,357623,1,2991,1,NA
"PDESHCYXVTTQ","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,18,362704,2,2852,1,NA
"PDESHCYXVTTQ","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,30,622021,6,51685,0,NA
"PDESHCYXVTTQ","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,32,628812,6,6283,0,NA
"PDESHCYXVTTQ","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,31,631115,6,1796,0,NA
"PDESHCYXVTTQ","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,21,634252,6,2627,0,NA
"PDESHCYXVTTQ","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,23,640244,5,5484,0,NA
"PDESHCYXVTTQ","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,26,643788,5,3036,0,NA
"PDESHCYXVTTQ","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,29,646021,6,1725,0,NA
"PDESHCYXVTTQ","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,24,648276,6,1747,0,NA
"PDESHCYXVTTQ","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,20,650636,5,1852,0,NA
"PDESHCYXVTTQ","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,34,653372,6,2228,0,NA
"PDESHCYXVTTQ","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,22,655588,5,1708,0,NA
"PDESHCYXVTTQ","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,33,657788,5,1692,0,NA
"PDESHCYXVTTQ","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,25,660619,5,2324,0,NA
"PDESHCYXVTTQ","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,27,662276,6,1149,0,NA
"PDESHCYXVTTQ","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,19,664588,5,1804,0,NA
"PDESHCYXVTTQ","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,28,667532,6,2436,0,NA
"PDESHCYXVTTQ","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,90,691604,4,14123,0,NA
"PDESHCYXVTTQ","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,96,699108,5,6997,0,NA
"PDESHCYXVTTQ","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,84,704420,5,4805,0,NA
"PDESHCYXVTTQ","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,94,709476,4,4549,0,NA
"PDESHCYXVTTQ","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,88,715860,5,5877,0,NA
"PDESHCYXVTTQ","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,97,724876,7,8506,0,NA
